grad_norm,kl,kl_q0,kl_q1,kl_q2,kl_q3,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
8.814704685471058,0.02653770826115811,0.026344619912439866,0.02640629323613702,0.026696290007818587,0.02672726536283154,1.0290370892173335,1.0438779829402118,1.020656817526318,1.0218036406866933,1.0294188323487117,0.9892132112251224,0.9939737626114321,0.9869303516848128,0.9861533590701972,0.9897607664622075,182.35938654024886,140,0,0.013286169731053172,0.023559600416339734,0.007320172605369131,0.008953991608678312,0.012930800523672807,1.4965856336590306,0.051924413006376804,0.05118358274142601,0.052217515183101505,0.05218658827256269,0.05202086509547221,0.1354267582639371,0.15294111140031724,0.12772594695384368,0.13145820475073736,0.13103841035509867,0.08136796660690433,0.09547790333333235,0.07495225446660628,0.07853425753673178,0.07800882549105621,182.39576578038358,14140,100,0.0021343786506563185,0.006279625325558003,0.0005561773041357236,0.0007373589414428069,0.0010087197685709405
0.10577902964269148,0.056493976551579034,0.05610841412384039,0.05660613817266307,0.05659109848525411,0.056665127965919666,0.061210984042701484,0.07184327289207054,0.058484665048743986,0.05743225132794545,0.05735186119420535,0.003052437460143518,0.008967973056631188,0.0018645910598485008,0.0008334112628766754,0.0006779960670947125,182.45283355797463,28140,200,0.0016645700309788998,0.00676688571159915,1.3935816232311198e-05,7.741579814475196e-06,8.7371610.1057790296420.11067177597555747,0.05651825071565808,0.056234297838152744,0.05659963932700949,0.056632302937609506,0.05660789007242176,0.06043812934478261,0.068869627626053,0.05837785466421461,0.057416349443147274,0.057249115231052736,0.002578545508711345,0.00720035835626058,0.0017649931075975642,0.0007768522745374948,0.0006330729089663817,182.5023514126453,42140,300,0.0013413331204132153,0.0054349714316396566,1.3222229607615098e-05,7.1942310000224865e-06,8.152249664594841e-06
0.1042104350330268,0.05651761656736092,0.05626346995782386,0.05656311201703904,0.0566157728386711,0.05663836257424699,0.0600904430814107,0.06721903021845951,0.05832371667871507,0.05738268883081453,0.0572667265813522,0.0022185629822816144,0.005651716196594595,0.0017475089272994426,0.0007598778555046005,0.0006203869240283621,182.55105593926433,56140,400,0.001354263531768228,0.005303844064041424,1.309573437666488e-05,7.03813663906504e-06,7.977083076791665e-06
0.08248542962044313,0.056532600754807705,0.05628654545869917,0.05653476480200571,0.056645098676301534,0.05667362496032186,0.05982588160991678,0.06621949543217799,0.058201802650100075,0.05734888740670746,0.05725395481225915,0.0020015543617639417,0.004947739858912046,0.0016545915707330313,0.0006973200411296496,0.0005729470006701186,182.5990894602005,70140,500,0.00129172649334509,0.0049852101145668225,1.2446277361148125e-05,6.468689276071035e-06,7.382851267043231e-06
0.08897430392271934,0.05654423056926404,0.056220213452722365,0.05658055003977817,0.056662804882063364,0.05671400580333927,0.059863140586815335,0.06654079591784443,0.058258284621065505,0.05739873441145569,0.0573128430321395,0.002042212546286994,0.005200654210766307,0.0016651291256980165,0.0007291676566841302,0.0005912241705524496,182.6633471946364,84140,600,0.0012766974712643266,0.005119928254355879,1.2605455589413631e-05,6.76187270812619e-06,7.613058247848962e-06
0.05171607171181446,0.056547600727440445,0.05639401776096272,0.056559321211682174,0.056636541206283725,0.05660210336883783,0.059087234556846044,0.06387061912230363,0.05810328871027211,0.057275663409541384,0.057125329564969865,0.0017174217729369807,0.004200652838658699,0.0015323841362978288,0.000633247180692201,0.0005165827419539033,182.71694864915855,98140,700,0.0008222120564685387,0.0032759485226821665,1.1583362292026556e-05,5.875022565274339e-06,6.643454178043684e-06
0.06977525964375095,0.05654331358315189,0.05640738887077533,0.05654921019967261,0.05662855651563031,0.05659069109771807,0.05905786145937989,0.06379242394294639,0.05809890149304989,0.0572738238764916,0.05712162502204125,0.0017416424084078493,0.0042740294545321866,0.0015380048223870315,0.0006393360810606265,0.0005241862893396659,182.7449868901524,112140,800,0.0007729054678201487,0.003111005617638746,1.168647098999563e-05,5.931279800719724e-06,6.747634983463989e-06
0.059505332966385445,0.05655373233772157,0.05638368124662803,0.056526544279298194,0.05666499238414618,0.05664623444253851,0.0588343158288125,0.06282859435020761,0.058079219559060424,0.0572862005477006,0.05716310630941485,0.0017255509101413342,0.004234677976254075,0.0015409527468196963,0.0006154876601800172,0.0005102834702572971,182.79178350720505,126140,900,0.0005550325809496093,0.002210235127325208,1.172253294238047e-05,5.720503374201816e-06,6.588396619004458e-06
0.05283263461801352,0.05652894347295523,0.0564254378725875,0.056524475387580354,0.05657603093306239,0.05659549094367289,0.058522485396904786,0.06163166772379378,0.058060515180388406,0.057192527421715246,0.05709947692151189,0.0016040663847053157,0.003753147796417128,0.0015244947989204523,0.0006108211467819928,0.0004975815420061872,182.82150203599252,140140,1000,0.0003894755392442657,0.0014530820547893023,1.1544993887331962e-05,5.6753418709142765e-06,6.404435832630319e-06
0.057472531825762,0.05652901013116263,0.056400817327083824,0.05651764678121348,0.056591167033461634,0.056614732199620654,0.058297451841357754,0.060885786476965784,0.058014924303223844,0.05719558771829836,0.05710160782348253,0.0015550280116917385,0.003648041907364717,0.0014860497236905083,0.0005988401752889937,0.0004806983038995438,182.85059142062008,154140,1100,0.00021341369850337222,0.0008369272425172904,1.122779831993449e-05,5.580509547737112e-06,6.17731996241051e-06
